Circle Number: 146682
------------------------------------------------------------
Angular: 220.62047094106674, First Return Dist: 12464272, First Return Amp: 5000, x: -9460.865398680759, y: -8114.807600801711
Angular: 215.70665955543518, First Return Dist: 12494272, First Return Amp: 5000, x: -10145.544970710744, y: -7292.1018956998905
Angular: 219.29783940315247, First Return Dist: 12494272, First Return Amp: 5000, x: -9668.868477353371, y: -7913.268299358129
Angular: 222.88901925086975, First Return Dist: 12494272, First Return Amp: 5000, x: -9154.220067605245, y: -8503.357440672327
Angular: 226.48019909858704, First Return Dist: 12494272, First Return Amp: 5000, x: -8603.620886591196, y: -9060.051901054194
Angular: 230.0713789463043, First Return Dist: 12494272, First Return Amp: 5000, x: -8019.233266554681, y: -9581.165410667261
Angular: 233.6625587940216, First Return Dist: 12494272, First Return Amp: 5000, x: -7403.352234871415, y: -10064.651434421781
Angular: 237.25373864173892, First Return Dist: 12494272, First Return Amp: 5000, x: -6758.396500938114, y: -10508.611209198458
Angular: 240.84491848945618, First Return Dist: 12494272, First Return Amp: 5000, x: -6086.898957332859, y: -10911.301200736976
Angular: 244.43609833717346, First Return Dist: 12494272, First Return Amp: 5000, x: -5391.496732551287, y: -11271.13995090438
Angular: 248.02727818489075, First Return Dist: 12494272, First Return Amp: 5000, x: -4674.920834383946, y: -11586.714288452396
Angular: 251.61845803260803, First Return Dist: 12494272, First Return Amp: 5000, x: -3939.985424607529, y: -11856.784878872697
Angular: 255.20963788032532, First Return Dist: 12494272, First Return Amp: 5000, x: -3189.5767671109274, y: -12080.291091554467
Angular: 258.8008177280426, First Return Dist: 12494272, First Return Amp: 5000, x: -2426.641892859368, y: -12256.3551651298
Angular: 262.3919975757599, First Return Dist: 12494272, First Return Amp: 5000, x: -1654.1770262119176, y: -12384.285654648666
Angular: 265.9831774234772, First Return Dist: 12494272, First Return Amp: 5000, x: -875.215818045091, y: -12463.580147045539
Angular: 269.57435727119446, First Return Dist: 12494272, First Return Amp: 5000, x: -92.81743189363141, y: -12493.927234233466
Angular: 273.16553711891174, First Return Dist: 12494272, First Return Amp: 5000, x: 689.9454701028543, y: -12475.207736076723
Angular: 276.756716966629, First Return Dist: 12494272, First Return Amp: 5000, x: 1469.9987942654504, y: -12407.4951684392
Angular: 280.3478968143463, First Return Dist: 12494272, First Return Amp: 5000, x: 2244.279088063534, y: -12291.055454470325
Angular: 283.9390766620636, First Return Dist: 12494272, First Return Amp: 5000, x: 3009.7455710119752, y: -12126.345880262437
Angular: 287.5302565097809, First Return Dist: 12494272, First Return Amp: 5000, x: 3763.392076530009, y: -11914.013298980959
Angular: 291.12143635749817, First Return Dist: 12494272, First Return Amp: 5000, x: 4502.258857863107, y: -11654.891590520145
Angular: 294.71261620521545, First Return Dist: 12494272, First Return Amp: 5000, x: 5223.4442117033595, y: -11349.998386660971
Angular: 298.30379605293274, First Return Dist: 12494272, First Return Amp: 5000, x: 5924.11587385951, y: -11000.53107459225
Angular: 301.89497590065, First Return Dist: 12494272, First Return Amp: 5000, x: 6601.52214222339, y: -10607.862094490025
Angular: 305.4861557483673, First Return Dist: 12494272, First Return Amp: 5000, x: 7253.002683350074, y: -10173.533549622798
Angular: 309.0773355960846, First Return Dist: 12494272, First Return Amp: 5000, x: 7875.998980211857, y: -9699.251150149985
Angular: 312.6685154438019, First Return Dist: 12494272, First Return Amp: 5000, x: 8468.064380095298, y: -9186.877514397655
Angular: 316.25969529151917, First Return Dist: 12494272, First Return Amp: 5000, x: 9026.873703180756, y: -8638.42485391913
Angular: 319.85087513923645, First Return Dist: 12494272, First Return Amp: 5000, x: 9550.232374069437, y: -8056.047071067798
Angular: 323.44205498695374, First Return Dist: 12494272, First Return Amp: 5000, x: 10036.085040396178, y: -7442.031300116924
Angular: 327.033234834671, First Return Dist: 12494272, First Return Amp: 5000, x: 10482.523644680707, y: -6798.788925146443
Angular: 330.6244146823883, First Return Dist: 12494272, First Return Amp: 5000, x: 10887.79491771731, y: -6128.846109971527
Angular: 334.2155945301056, First Return Dist: 12494272, First Return Amp: 5000, x: 11250.307264074589, y: -5434.833877304306
Angular: 337.8067743778229, First Return Dist: 12494272, First Return Amp: 5000, x: 11568.637012664376, y: -4719.4777761099685
Angular: 341.39795422554016, First Return Dist: 12494272, First Return Amp: 5000, x: 11841.534007832319, y: -3985.5871777361326
Angular: 344.98913407325745, First Return Dist: 12494272, First Return Amp: 5000, x: 12067.926519012624, y: -3236.044242852041
Angular: 348.58031392097473, First Return Dist: 12494272, First Return Amp: 5000, x: 12246.925449665601, y: -2473.7926025269503
Angular: 352.171493768692, First Return Dist: 12494272, First Return Amp: 5000, x: 12377.82782896847, y: -1701.8257978999327
Angular: 355.7626736164093, First Return Dist: 12494272, First Return Amp: 5000, x: 12460.119572546842, y: -923.1755238410123
Angular: 359.3538534641266, First Return Dist: 12494272, First Return Amp: 5000, x: 12493.477501404735, y: -140.89972277370694

Circle Number: 146713
------------------------------------------------------------
Angular: 193.27755078673363, First Return Dist: 12495272, First Return Amp: 5000, x: -12161.260065482542, y: -2869.7693241240754
Angular: 196.86873063445088, First Return Dist: 12495272, First Return Amp: 5000, x: -11957.626601738933, y: -3625.8776051280915
Angular: 200.4599104821682, First Return Dist: 12495272, First Return Amp: 5000, x: -11707.032731137318, y: -4367.746213559516
Angular: 204.0510903298855, First Return Dist: 12495272, First Return Amp: 5000, x: -11410.4625946374, y: -5092.461657230689
Angular: 207.64227017760277, First Return Dist: 12495272, First Return Amp: 5000, x: -11069.080892788535, y: -5797.1778084588495
Angular: 211.23345002532005, First Return Dist: 12495272, First Return Amp: 5000, x: -10684.22831167723, y: -6479.127081477775
Angular: 214.82462987303734, First Return Dist: 12495272, First Return Amp: 5000, x: -10257.416257738167, y: -7135.631301396728
Angular: 218.41580972075462, First Return Dist: 12495272, First Return Amp: 5000, x: -9790.320922106293, y: -7764.112222022023
Angular: 222.0069895684719, First Return Dist: 12495272, First Return Amp: 5000, x: -9284.776697820742, y: -8362.10165123511
Angular: 225.5981694161892, First Return Dist: 12495272, First Return Amp: 5000, x: -8742.768975732713, y: -8927.251144162437
Angular: 229.18934926390645, First Return Dist: 12495272, First Return Amp: 5000, x: -8166.426347409517, y: -9457.341226069813
Angular: 232.78052911162376, First Return Dist: 12495272, First Return Amp: 5000, x: -7558.012245655738, y: -9950.290108760744
Angular: 236.37170895934108, First Return Dist: 12495272, First Return Amp: 5000, x: -6919.9160554813325, y: -10404.161866247356
Angular: 239.96288880705833, First Return Dist: 12495272, First Return Amp: 5000, x: -6254.643730425673, y: -10817.174037586286
Angular: 243.55406865477562, First Return Dist: 12495272, First Return Amp: 5000, x: -5564.807951089713, y: -11187.704627021252
Angular: 247.1452485024929, First Return Dist: 12495272, First Return Amp: 5000, x: -4853.117864525942, y: -11514.298473941137
Angular: 250.7364283502102, First Return Dist: 12495272, First Return Amp: 5000, x: -4122.368444781887, y: -11795.672967637352
Angular: 254.32760819792747, First Return Dist: 12495272, First Return Amp: 5000, x: -3375.429516380881, y: -12030.723084417192
Angular: 257.91878804564476, First Return Dist: 12495272, First Return Amp: 5000, x: -2615.2344838474023, y: -12218.5257272913
Angular: 261.50996789336205, First Return Dist: 12495272, First Return Amp: 5000, x: -1844.7688115389124, y: -12358.343351192236
Angular: 265.10114774107933, First Return Dist: 12495272, First Return Amp: 5000, x: -1067.058299026412, y: -12449.626859487109
Angular: 268.6923275887966, First Return Dist: 12495272, First Return Amp: 5000, x: -285.1571980691944, y: -12492.017760408977
Angular: 272.2835074365139, First Return Dist: 12495272, First Return Amp: 5000, x: 497.86378214882353, y: -12485.34957493816
Angular: 275.8746872842312, First Return Dist: 12495272, First Return Amp: 5000, x: 1278.929534414997, y: -12429.648490604433
Angular: 279.46586713194847, First Return Dist: 12495272, First Return Amp: 5000, x: 2054.972630155827, y: -12325.133258642458
Angular: 283.05704697966576, First Return Dist: 12495272, First Return Amp: 5000, x: 2822.9453659491282, y: -12172.214334904327
Angular: 286.64822682738304, First Return Dist: 12495272, First Return Amp: 5000, x: 3579.831732570831, y: -11971.492267903068
Angular: 290.2394066751003, First Return Dist: 12495272, First Return Amp: 5000, x: 4322.659259571287, y: -11723.75534031765
Angular: 293.8305865228176, First Return Dist: 12495272, First Return Amp: 5000, x: 5048.51068886449, y: -11429.97647322185
Angular: 297.4217663705349, First Return Dist: 12495272, First Return Amp: 5000, x: 5754.535431485474, y: -11091.309405194786
Angular: 301.0129462182522, First Return Dist: 12495272, First Return Amp: 5000, x: 6437.960762522386, y: -10709.08416131866
Angular: 304.60412606596947, First Return Dist: 12495272, First Return Amp: 5000, x: 7096.102710258129, y: -10284.801829858037
Angular: 308.19530591368675, First Return Dist: 12495272, First Return Amp: 5000, x: 7726.376596757429, y: -9820.1286671338
Angular: 311.78648576140404, First Return Dist: 12495272, First Return Amp: 5000, x: 8326.307188503812, y: -9316.889553743447
Angular: 315.3776656091213, First Return Dist: 12495272, First Return Amp: 5000, x: 8893.538417222753, y: -8777.060827826534
Angular: 318.9688454568386, First Return Dist: 12495272, First Return Amp: 5000, x: 9425.842632714895, y: -8202.762523520862
Angular: 322.5600253045559, First Return Dist: 12495272, First Return Amp: 5000, x: 9921.129351361342, y: -7596.250045090702
Angular: 326.1512051522732, First Return Dist: 12495272, First Return Amp: 5000, x: 10377.45346594362, y: -6959.905309424744
Angular: 329.74238499999046, First Return Dist: 12495272, First Return Amp: 5000, x: 10793.022884536324, y: -6296.227391689345
Angular: 333.33356484770775, First Return Dist: 12495272, First Return Amp: 5000, x: 11166.205568472851, y: -5607.822710873614
Angular: 336.92474469542503, First Return Dist: 12495272, First Return Amp: 5000, x: 11495.535941744372, y: -4897.394793770185
Angular: 340.5159245431423, First Return Dist: 12495272, First Return Amp: 5000, x: 11779.720646660886, y: -4167.733657590811
Angular: 344.1071043908596, First Return Dist: 12495272, First Return Amp: 5000, x: 12017.643623170496, y: -3421.7048529137514
Angular: 347.6982842385769, First Return Dist: 12495272, First Return Amp: 5000, x: 12208.370491889244, y: -2662.238209993986
Angular: 351.2894640862942, First Return Dist: 12495272, First Return Amp: 5000, x: 12351.152223628302, y: -1892.3163326319564
Angular: 354.88064393401146, First Return Dist: 12495272, First Return Amp: 5000, x: 12445.428081007445, y: -1114.962884788257
Angular: 358.47182378172874, First Return Dist: 12495272, First Return Amp: 5000, x: 12490.827820602386, y: -333.23071594538044

Circle Number: 146714
------------------------------------------------------------
Angular: 192.39552110433578, First Return Dist: 12496272, First Return Amp: 5000, x: -12204.972172273023, y: -2682.436983793863
Angular: 195.98670095205304, First Return Dist: 12496272, First Return Amp: 5000, x: -12012.986788345628, y: -3441.6511039060056
Angular: 199.57788079977036, First Return Dist: 12496272, First Return Amp: 5000, x: -11773.823585110966, y: -4187.3490521651975
Angular: 203.16906064748767, First Return Dist: 12496272, First Return Amp: 5000, x: -11488.421812614512, y: -4916.602297667275
Angular: 206.76024049520493, First Return Dist: 12496272, First Return Amp: 5000, x: -11157.902310618276, y: -5626.546891716391
Angular: 210.3514203429222, First Return Dist: 12496272, First Return Amp: 5000, x: -10783.56310679991, y: -6314.394715223927
Angular: 213.9426001906395, First Return Dist: 12496272, First Return Amp: 5000, x: -10366.874319093338, y: -6977.44442830662
Angular: 217.53378003835678, First Return Dist: 12496272, First Return Amp: 5000, x: -9909.472382190446, y: -7613.092079082507
Angular: 221.12495988607407, First Return Dist: 12496272, First Return Amp: 5000, x: -9413.153620877927, y: -8218.841330001253
Angular: 224.71613973379135, First Return Dist: 12496272, First Return Amp: 5000, x: -8879.867195448096, y: -8792.31326154777
Angular: 228.3073195815086, First Return Dist: 12496272, First Return Amp: 5000, x: -8311.70744688886, y: -9331.255714817607
Angular: 231.89849942922592, First Return Dist: 12496272, First Return Amp: 5000, x: -7710.905671914957, y: -9833.552136273735
Angular: 235.48967927694324, First Return Dist: 12496272, First Return Amp: 5000, x: -7079.8213601419675, y: -10297.22988994912
Angular: 239.0808591246605, First Return Dist: 12496272, First Return Amp: 5000, x: -6420.932927816684, y: -10720.468004451273
Angular: 242.67203897237778, First Return Dist: 12496272, First Return Amp: 5000, x: -5736.827984494608, y: -11101.604324344456
Angular: 246.26321882009506, First Return Dist: 12496272, First Return Amp: 5000, x: -5030.193170889822, y: -11439.142037824227
Angular: 249.85439866781235, First Return Dist: 12496272, First Return Amp: 5000, x: -4303.803607806167, y: -11731.75555504881
Angular: 253.44557851552963, First Return Dist: 12496272, First Return Amp: 5000, x: -3560.5119975863145, y: -11978.295714041622
Angular: 257.0367583632469, First Return Dist: 12496272, First Return Amp: 5000, x: -2803.2374208800243, y: -12177.794293720102
Angular: 260.6279382109642, First Return Dist: 12496272, First Return Amp: 5000, x: -2034.9538727291028, y: -12329.467816327226
Angular: 264.2191180586815, First Return Dist: 12496272, First Return Amp: 5000, x: -1258.678582990705, y: -12432.720624332573
Angular: 267.8102979063988, First Return Dist: 12496272, First Return Amp: 5000, x: -477.46016696736666, y: -12487.147219719302
Angular: 271.40147775411606, First Return Dist: 12496272, First Return Amp: 5000, x: 305.6333472210333, y: -12492.53385647005
Angular: 274.99265760183334, First Return Dist: 12496272, First Return Amp: 5000, x: 1087.5265675038863, y: -12448.859379997719
Angular: 278.58383744955063, First Return Dist: 12496272, First Return Amp: 5000, x: 1865.148815646545, y: -12356.295310224514
Angular: 282.1750172972679, First Return Dist: 12496272, First Return Amp: 5000, x: 2635.4461865246185, y: -12215.20516798293
Angular: 285.7661971449852, First Return Dist: 12496272, First Return Amp: 5000, x: 3395.3935415263218, y: -12026.143047384117
Angular: 289.3573769927025, First Return Dist: 12496272, First Return Amp: 5000, x: 4142.006388982039, y: -11789.851439760212
Angular: 292.94855684041977, First Return Dist: 12496272, First Return Amp: 5000, x: 4872.352604963684, y: -11507.258317726582
Angular: 296.53973668813705, First Return Dist: 12496272, First Return Amp: 5000, x: 5583.563948423764, y: -11179.473490815499
Angular: 300.13091653585434, First Return Dist: 12496272, First Return Amp: 5000, x: 6272.847325451305, y: -10807.784246993573
Angular: 303.7220963835716, First Return Dist: 12496272, First Return Amp: 5000, x: 6937.495758407388, y: -10393.650297179694
Angular: 307.3132762312889, First Return Dist: 12496272, First Return Amp: 5000, x: 7574.899016861776, y: -9938.69804261758
Angular: 310.9044560790062, First Return Dist: 12496272, First Return Amp: 5000, x: 8182.553868580636, y: -9444.714187616271
Angular: 314.4956359267235, First Return Dist: 12496272, First Return Amp: 5000, x: 8758.073910307168, y: -8913.638722742857
Angular: 318.08681577444077, First Return Dist: 12496272, First Return Amp: 5000, x: 9299.198939727434, y: -8347.557306024093
Angular: 321.67799562215805, First Return Dist: 12496272, First Return Amp: 5000, x: 9803.803831815467, y: -7748.693072077662
Angular: 325.26917546987534, First Return Dist: 12496272, First Return Amp: 5000, x: 10269.906884698124, y: -7119.39790134068
Angular: 328.8603553175926, First Return Dist: 12496272, First Return Amp: 5000, x: 10695.677602263579, y: -6462.1431836830425
Angular: 332.4515351653099, First Return Dist: 12496272, First Return Amp: 5000, x: 11079.443882949286, y: -5779.5101126792415
Angular: 336.0427150130272, First Return Dist: 12496272, First Return Amp: 5000, x: 11419.69858647736, y: -5074.179548655232
Angular: 339.6338948607445, First Return Dist: 12496272, First Return Amp: 5000, x: 11715.10545274827, y: -4348.921490320529
Angular: 343.22507470846176, First Return Dist: 12496272, First Return Amp: 5000, x: 11964.504349647947, y: -3606.5841963330545
Angular: 346.81625455617905, First Return Dist: 12496272, First Return Amp: 5000, x: 12166.91582915895, y: -2850.0829995186746
Angular: 350.40743440389633, First Return Dist: 12496272, First Return Amp: 5000, x: 12321.544973882772, y: -2082.388857674812
Angular: 353.9986142516136, First Return Dist: 12496272, First Return Amp: 5000, x: 12427.784518867082, y: -1306.516685921662
Angular: 357.5897940993309, First Return Dist: 12496272, First Return Amp: 5000, x: 12485.217236477743, y: -525.5135164227951

Circle Number: 146715
------------------------------------------------------------
Angular: 191.51349142193794, First Return Dist: 12497272, First Return Amp: 5000, x: -12245.79854780129, y: -2494.4388885382327
Angular: 195.1046712696552, First Return Dist: 12497272, First Return Amp: 5000, x: -12065.508610974772, y: -3256.5794018383194
Angular: 198.6958511173725, First Return Dist: 12497272, First Return Amp: 5000, x: -11837.834589313416, y: -4005.930563307214
Angular: 202.28703096508983, First Return Dist: 12497272, First Return Amp: 5000, x: -11563.670612149428, y: -4739.549495014862
Angular: 205.87821081280708, First Return Dist: 12497272, First Return Amp: 5000, x: -11244.093385784347, y: -5454.555103190791
Angular: 209.46939066052437, First Return Dist: 12497272, First Return Amp: 5000, x: -10880.3579650106, y: -6148.139392955759
Angular: 213.06057050824165, First Return Dist: 12497272, First Return Amp: 5000, x: -10473.892824216717, y: -6817.578495976821
Angular: 216.65175035595894, First Return Dist: 12497272, First Return Amp: 5000, x: -10026.294247433056, y: -7460.243367737734
Angular: 220.24293020367622, First Return Dist: 12497272, First Return Amp: 5000, x: -9539.32005934965, y: -8073.610112413989
Angular: 223.8341100513935, First Return Dist: 12497272, First Return Amp: 5000, x: -9014.882721926007, y: -8655.2698948042
Angular: 227.42528989911077, First Return Dist: 12497272, First Return Amp: 5000, x: -8455.041823704001, y: -9202.938400391482
Angular: 231.01646974682808, First Return Dist: 12497272, First Return Amp: 5000, x: -7861.995991320152, y: -9714.464806382792
Angular: 234.6076495945454, First Return Dist: 12497272, First Return Amp: 5000, x: -7238.074254982688, y: -10187.840228494988
Angular: 238.19882944226265, First Return Dist: 12497272, First Return Amp: 5000, x: -6585.726901823173, y: -10621.205610314988
Angular: 241.79000928997993, First Return Dist: 12497272, First Return Amp: 5000, x: -5907.51585304362, y: -11012.859024250802
Angular: 245.38118913769722, First Return Dist: 12497272, First Return Amp: 5000, x: -5206.104602650602, y: -11361.262355400664
Angular: 248.9723689854145, First Return Dist: 12497272, First Return Amp: 5000, x: -4484.247757288897, y: -11665.047342091395
Angular: 252.5635488331318, First Return Dist: 12497272, First Return Amp: 5000, x: -3744.7802182546097, y: -11923.020949363166
Angular: 256.1547286808491, First Return Dist: 12497272, First Return Amp: 5000, x: -2990.606048172195, y: -12134.170054297898
Angular: 259.74590852856636, First Return Dist: 12497272, First Return Amp: 5000, x: -2224.687066058792, y: -12297.665424790785
Angular: 263.33708837628365, First Return Dist: 12497272, First Return Amp: 5000, x: -1450.0312155656272, y: -12412.864976139443
Angular: 266.92826822400093, First Return Dist: 12497272, First Return Amp: 5000, x: -669.680752077105, y: -12479.316292661288
Angular: 270.5194480717182, First Return Dist: 12497272, First Return Amp: 5000, x: 113.29970494022841, y: -12496.758404436107
Angular: 274.1106279194355, First Return Dist: 12497272, First Return Amp: 5000, x: 895.8352074178281, y: -12465.122812196221
Angular: 277.7018077671528, First Return Dist: 12497272, First Return Amp: 5000, x: 1674.852554728085, y: -12384.533756339188
Angular: 281.29298761487007, First Return Dist: 12497272, First Return Amp: 5000, x: 2447.292362864649, y: -12255.307729006578
Angular: 284.88416746258736, First Return Dist: 12497272, First Return Amp: 5000, x: 3210.121079361693, y: -12077.952231145051
Angular: 288.47534731030464, First Return Dist: 12497272, First Return Amp: 5000, x: 3960.342896766542, y: -11853.163779430992
Angular: 292.0665271580219, First Return Dist: 12497272, First Return Amp: 5000, x: 4695.011517878882, y: -11581.825170886004
Angular: 295.6577070057392, First Return Dist: 12497272, First Return Amp: 5000, x: 5411.241726551528, y: -11265.00201592577
Angular: 299.2488868534565, First Return Dist: 12497272, First Return Amp: 5000, x: 6106.2207186116075, y: -10903.938553457752
Angular: 302.8400667011738, First Return Dist: 12497272, First Return Amp: 5000, x: 6777.219148402829, y: -10500.05276446295
Angular: 306.43124654889107, First Return Dist: 12497272, First Return Amp: 5000, x: 7421.601847566656, y: -10054.930803251667
Angular: 310.02242639660835, First Return Dist: 12497272, First Return Amp: 5000, x: 8036.838173967082, y: -9570.320768263176
Angular: 313.61360624432564, First Return Dist: 12497272, First Return Amp: 5000, x: 8620.511950116386, y: -9048.12583687277
Angular: 317.2047860920429, First Return Dist: 12497272, First Return Amp: 5000, x: 9170.330952071392, y: -8490.396791167384
Angular: 320.7959659397602, First Return Dist: 12497272, First Return Amp: 5000, x: 9684.135911534953, y: -7899.32396404294
Angular: 324.3871457874775, First Return Dist: 12497272, First Return Amp: 5000, x: 10159.908995809526, y: -7277.228637252826
Angular: 327.9783256351948, First Return Dist: 12497272, First Return Amp: 5000, x: 10595.781732299856, y: -6626.55392518952
Angular: 331.56950548291206, First Return Dist: 12497272, First Return Amp: 5000, x: 10990.04234644351, y: -5949.855180200812
Angular: 335.16068533062935, First Return Dist: 12497272, First Return Amp: 5000, x: 11341.142484251453, y: -5249.789957121218
Angular: 338.75186517834663, First Return Dist: 12497272, First Return Amp: 5000, x: 11647.703293057635, y: -4529.107576430296
Angular: 342.3430450260639, First Return Dist: 12497272, First Return Amp: 5000, x: 11908.520836597138, y: -3790.638327025652
Angular: 345.9342248737812, First Return Dist: 12497272, First Return Amp: 5000, x: 12122.570823146498, y: -3037.2823510140197
Angular: 349.5254047214985, First Return Dist: 12497272, First Return Amp: 5000, x: 12289.012628157801, y: -2271.99825417232
Angular: 353.1165845692158, First Return Dist: 12497272, First Return Amp: 5000, x: 12407.192595588604, y: -1497.7914868082698
Angular: 356.70776441693306, First Return Dist: 12497272, First Return Amp: 5000, x: 12476.646604962669, y: -717.7025406514198

Circle Number: 146716
------------------------------------------------------------
Angular: 190.6314617395401, First Return Dist: 12498272, First Return Amp: 5000, x: -12283.729053345493, y: -2305.8194920634755
Angular: 194.22264158725736, First Return Dist: 12498272, First Return Amp: 5000, x: -12115.17916637155, y: -3070.7062302833097
Angular: 197.81382143497467, First Return Dist: 12498272, First Return Amp: 5000, x: -11899.05012663098, y: -3823.533584252564
Angular: 201.40500128269198, First Return Dist: 12498272, First Return Amp: 5000, x: -11636.190723601669, y: -4561.345024217144
Angular: 204.99618113040924, First Return Dist: 12498272, First Return Amp: 5000, x: -11327.633267868643, y: -5281.242991442407
Angular: 208.58736097812653, First Return Dist: 12498272, First Return Amp: 5000, x: -10974.589536998039, y: -5980.400277606605
Angular: 212.1785408258438, First Return Dist: 12498272, First Return Amp: 5000, x: -10578.446016602144, y: -6656.071127911589
Angular: 215.7697206735611, First Return Dist: 12498272, First Return Amp: 5000, x: -10140.758455284878, y: -7305.602024306571
Angular: 219.36090052127838, First Return Dist: 12498272, First Return Amp: 5000, x: -9663.245754851827, y: -7926.442106476407
Angular: 222.95208036899567, First Return Dist: 12498272, First Return Amp: 5000, x: -9147.783219779287, y: -8516.153189668943
Angular: 226.54326021671292, First Return Dist: 12498272, First Return Amp: 5000, x: -8596.39519245337, y: -9072.41934001888
Angular: 230.13444006443024, First Return Dist: 12498272, First Return Amp: 5000, x: -8011.247103102165, y: -9593.055969763816
Angular: 233.72561991214755, First Return Dist: 12498272, First Return Amp: 5000, x: -7394.6369656429415, y: -10076.018416633176
Angular: 237.3167997598648, First Return Dist: 12498272, First Return Amp: 5000, x: -6748.986352841955, y: -10519.409973717016
Angular: 240.9079796075821, First Return Dist: 12498272, First Return Amp: 5000, x: -6076.830886229731, y: -10921.489338279298
Angular: 244.49915945529938, First Return Dist: 12498272, First Return Amp: 5000, x: -5380.81027812001, y: -11280.677450262552
Angular: 248.09033930301666, First Return Dist: 12498272, First Return Amp: 5000, x: -4663.657964839841, y: -11595.5636936274
Angular: 251.68151915073395, First Return Dist: 12498272, First Return Amp: 5000, x: -3928.190371883386, y: -11864.911436172908
Angular: 255.27269899845123, First Return Dist: 12498272, First Return Amp: 5000, x: -3177.2958531478216, y: -12087.662886081564
Angular: 258.8638788461685, First Return Dist: 12498272, First Return Amp: 5000, x: -2413.9233476895215, y: -12262.943246116058
Angular: 262.4550586938858, First Return Dist: 12498272, First Return Amp: 5000, x: -1641.0707985480387, y: -12390.06414915342
Angular: 266.0462385416031, First Return Dist: 12498272, First Return Amp: 5000, x: -861.7733791200569, y: -12468.526361564305
Angular: 269.6374183893204, First Return Dist: 12498272, First Return Amp: 5000, x: -79.09157332087089, y: -12498.021743820645
Angular: 273.22859823703766, First Return Dist: 12498272, First Return Amp: 5000, x: 703.9008436544199, y: -12478.434460631936
Angular: 276.81977808475494, First Return Dist: 12498272, First Return Amp: 5000, x: 1484.1288767676967, y: -12409.841435857601
Angular: 280.41095793247223, First Return Dist: 12498272, First Return Amp: 5000, x: 2258.5283873652725, y: -12292.51205040895
Angular: 284.0021377801895, First Return Dist: 12498272, First Return Amp: 5000, x: 3024.058126769658, y: -12126.907084327084
Angular: 287.5933176279068, First Return Dist: 12498272, First Return Amp: 5000, x: 3777.7116799771347, y: -11913.676907191513
Angular: 291.1844974756241, First Return Dist: 12498272, First Return Amp: 5000, x: 4516.5292725552445, y: -11653.658923966137
Angular: 294.77567732334137, First Return Dist: 12498272, First Return Amp: 5000, x: 5237.609394371865, y: -11347.874286313345
Angular: 298.36685717105865, First Return Dist: 12498272, First Return Amp: 5000, x: 5938.120194506603, y: -10997.523882291725
Angular: 301.95803701877594, First Return Dist: 12498272, First Return Amp: 5000, x: 6615.31060259421, y: -10603.983620186738
Angular: 305.5492168664932, First Return Dist: 12498272, First Return Amp: 5000, x: 7266.521132923743, y: -10168.799024995857
Angular: 309.1403967142105, First Return Dist: 12498272, First Return Amp: 5000, x: 7889.194328863283, y: -9693.679168789084
Angular: 312.7315765619278, First Return Dist: 12498272, First Return Amp: 5000, x: 8480.884806592565, y: -9180.489958781687
Angular: 316.3227564096451, First Return Dist: 12498272, First Return Amp: 5000, x: 9039.268858699266, y: -8631.246809478553
Angular: 319.91393625736237, First Return Dist: 12498272, First Return Amp: 5000, x: 9562.153579923557, y: -8048.106727668259
Angular: 323.50511610507965, First Return Dist: 12498272, First Return Amp: 5000, x: 10047.485479211882, y: -7433.359841351043
Angular: 327.09629595279694, First Return Dist: 12498272, First Return Amp: 5000, x: 10493.358544258372, y: -6789.420405868518
Angular: 330.6874758005142, First Return Dist: 12498272, First Return Amp: 5000, x: 10898.021726862678, y: -6118.817322556134
Angular: 334.2786556482315, First Return Dist: 12498272, First Return Amp: 5000, x: 11259.885819707282, y: -5424.184207154
Angular: 337.8698354959488, First Return Dist: 12498272, First Return Amp: 5000, x: 11577.529697547747, y: -4708.249046979566
Angular: 341.4610153436661, First Return Dist: 12498272, First Return Amp: 5000, x: 11849.705898305165, y: -3973.8234874810128
Angular: 345.05219519138336, First Return Dist: 12498272, First Return Amp: 5000, x: 12075.345522142621, y: -3223.791790245479
Angular: 348.64337503910065, First Return Dist: 12498272, First Return Amp: 5000, x: 12253.562429285752, y: -2461.0995058267504
Angular: 352.23455488681793, First Return Dist: 12498272, First Return Amp: 5000, x: 12383.656720101699, y: -1688.7419058766898
Angular: 355.8257347345352, First Return Dist: 12498272, First Return Amp: 5000, x: 12465.11748376927, y: -909.7522200102986
Angular: 359.4169145822525, First Return Dist: 12498272, First Return Amp: 5000, x: 12497.624804745674, y: -127.18972360094337

Circle Number: 146717
------------------------------------------------------------
Angular: 189.74943205714226, First Return Dist: 12499272, First Return Amp: 5000, x: -12318.75423499215, y: -2116.6234024613277
Angular: 193.34061190485951, First Return Dist: 12499272, First Return Amp: 5000, x: -12161.98622507457, y: -2884.0755175758472
Angular: 196.93179175257683, First Return Dist: 12499272, First Return Amp: 5000, x: -11957.45524008233, y: -3640.2011910623314
Angular: 200.52297160029414, First Return Dist: 12499272, First Return Amp: 5000, x: -11705.964521209544, y: -4382.03093989162
Angular: 204.1141514480114, First Return Dist: 12499272, First Return Amp: 5000, x: -11408.501731549617, y: -5106.651424486834
Angular: 207.70533129572868, First Return Dist: 12499272, First Return Amp: 5000, x: -11066.235077310419, y: -5811.216890091822
Angular: 211.29651114344597, First Return Dist: 12499272, First Return Amp: 5000, x: -10680.508719994254, y: -6492.960342718159
